  id req                time  stage num
     420             5.69903    stage 1
     414             4.49515    stage 2
     421             3.60659    stage 1
     243             9.69541    stage 3
     415             5.34037    stage 2
     422             5.21887    stage 1
     416             5.65655    stage 2
     423             5.05084    stage 1
     244             8.24789    stage 3
     417              4.7808    stage 2
     424             4.95465    stage 1
     418             4.93614    stage 2
     245             9.02258    stage 3
     425              5.3774    stage 1
     419              4.0356    stage 2
     426             4.74933    stage 1
     420             3.55683    stage 2
     246             8.74349    stage 3
     427             4.51813    stage 1
     421             4.89244    stage 2
     428             5.32301    stage 1
     422             4.71991    stage 2
     247             10.3587    stage 3
     423             4.18231    stage 2
     429              5.3988    stage 1
     248             8.27438    stage 3
     424             5.25225    stage 2
     430             5.60986    stage 1
     425             4.17304    stage 2
     431             4.27046    stage 1
     249             7.68358    stage 3
     426             5.55136    stage 2
     432             4.73576    stage 1
     427              5.4287    stage 2
     250             8.81867    stage 3
     433              6.2075    stage 1
     428             4.83509    stage 2
     434             4.13839    stage 1
     251             8.97603    stage 3
     429             5.26788    stage 2
     435             4.65498    stage 1
     430              4.8474    stage 2
     436             4.74648    stage 1
     252             8.53737    stage 3
     431              4.9078    stage 2
     437             4.95508    stage 1
     253             7.83838    stage 3
     432             4.73372    stage 2
     438             4.78805    stage 1
     439             4.80609    stage 1
     433             5.66487    stage 2
     254             8.23604    stage 3
     440             4.43753    stage 1
     434             4.85286    stage 2
     255             7.87866    stage 3
     441             5.43227    stage 1
     435             5.26492    stage 2
     436             5.74264    stage 2
     442             7.19034    stage 1
     256             9.96213    stage 3
     437             4.90621    stage 2
     443             4.47482    stage 1
     257             7.85735    stage 3
     444             4.12712    stage 1
     438             5.23297    stage 2
     439             4.77432    stage 2
     445             6.00164    stage 1
     258             7.95637    stage 3
     440             4.44766    stage 2
     446             5.07237    stage 1
     441             4.35954    stage 2
     259             8.31453    stage 3
     447             4.30528    stage 1
     442             4.02357    stage 2
     448             5.29627    stage 1
     260             8.34668    stage 3
     443             5.12936    stage 2
     449             4.35388    stage 1
     444             5.04884    stage 2
     450             3.85292    stage 1
     261             8.68049    stage 3
     445             4.72317    stage 2
     451               4.845    stage 1
     446             3.29136    stage 2
     452             4.24383    stage 1
     262             8.14198    stage 3
     447             3.49149    stage 2
     453             5.01595    stage 1
     448             6.57273    stage 2
     454             4.57551    stage 1
     263              10.191    stage 3
     449             3.01836    stage 2
     455               2.899    stage 1
     450             5.12189    stage 2
     456             4.11612    stage 1
     264             8.27409    stage 3
     457             3.77232    stage 1
     451             4.40261    stage 2
     458             3.93511    stage 1
     265             7.99066    stage 3
     452              4.6193    stage 2
     459             4.05126    stage 1
     453             4.33008    stage 2
     460              3.3214    stage 1
     266             7.86174    stage 3
     454             2.82325    stage 2
     461             2.24476    stage 1
     455             2.39921    stage 2
     462             3.72203    stage 1
     267             8.62259    stage 3
     456             5.40705    stage 2
     463             4.54511    stage 1
     457             6.01991    stage 2
     464             5.60914    stage 1
     268             8.07315    stage 3
     458             5.51738    stage 2
     465             5.12334    stage 1
     459              4.9209    stage 2
     269             9.16774    stage 3
     466             4.59501    stage 1
     467             2.36702    stage 1
     460             4.52769    stage 2
     270             8.74271    stage 3
     461             4.36823    stage 2
     468             5.55954    stage 1
     462             5.19086    stage 2
     469             5.21279    stage 1
     271              7.9957    stage 3
     463             5.18723    stage 2
     470             5.43431    stage 1
     272             9.66854    stage 3
     471              5.2002    stage 1
     464             5.89177    stage 2
     465             4.38344    stage 2
     472             5.99281    stage 1
     273             7.97759    stage 3
     473              3.1365    stage 1
     466             4.60215    stage 2
     474             4.46878    stage 1
     467             4.15718    stage 2
     274             8.39133    stage 3
     475             4.17894    stage 1
     468             4.44762    stage 2
     275             8.81974    stage 3
     476             5.53799    stage 1
     469              5.4292    stage 2
     477             5.26518    stage 1
     470             5.16061    stage 2
     276             8.66482    stage 3
     471             4.65401    stage 2
     478             5.23535    stage 1
     479             4.89551    stage 1
     277             8.55214    stage 3
     472             6.11379    stage 2
     480             4.15501    stage 1
     473              3.8499    stage 2
     278             8.28226    stage 3
     481             5.27614    stage 1
     474             5.39887    stage 2
     475             2.89163    stage 2
     482             4.73371    stage 1
     279             7.44975    stage 3
     483             2.65337    stage 1
     476             3.78464    stage 2
     484             2.68774    stage 1
     477             2.80037    stage 2
     280             6.20741    stage 3
     485             3.41191    stage 1
     478             3.29459    stage 2
     486             3.51725    stage 1
     479             3.49991    stage 2
     281             6.46258    stage 3
     487              2.8032    stage 1
     480             2.75642    stage 2
     488             3.34274    stage 1
     481             3.78883    stage 2
     282             6.27643    stage 3
     489             2.13306    stage 1
     482             1.89868    stage 2
     490             2.73923    stage 1
     483              3.9601    stage 2
     283             6.18085    stage 3
     491             3.01745    stage 1
     484             3.32037    stage 2
     492             3.79568    stage 1
     485             3.04822    stage 2
     284              7.2811    stage 3
     493             3.77499    stage 1
     486             4.32998    stage 2
     494             2.90652    stage 1
     487             2.56235    stage 2
     285             6.47795    stage 3
     495             3.98975    stage 1
     488             4.05613    stage 2
     496             4.62571    stage 1
     286             7.19913    stage 3
     489             3.72791    stage 2
     497             3.44519    stage 1
     490             3.96203    stage 2
     498             3.01073    stage 1
     287             6.95057    stage 3
     491             3.95037    stage 2
     499             2.81618    stage 1
     492             2.54853    stage 2
     500             3.10148    stage 1
     288             6.24298    stage 3
     493             3.62012    stage 2
     501             3.39608    stage 1
     494             3.25596    stage 2
     502             2.71376    stage 1
     289             6.47262    stage 3
     495              3.9486    stage 2
     503             3.86197    stage 1
     290             6.37029    stage 3
     496             3.75914    stage 2
     504              3.3909    stage 1
     497             3.45517    stage 2
     505             3.91226    stage 1
     291             6.45759    stage 3
     498             4.35105    stage 2
     506             3.85594    stage 1
     507             3.05574    stage 1
     292             6.55555    stage 3
     499             4.42297    stage 2
     500             2.46407    stage 2
     508             4.20279    stage 1
     293             6.74388    stage 3
     509             3.19221    stage 1
     501             4.22252    stage 2
     502             3.20992    stage 2
     510             4.52203    stage 1
     294              6.3906    stage 3
     503             4.13317    stage 2
     511             3.38999    stage 1
     504             3.55408    stage 2
     512             3.13843    stage 1
     295             6.11861    stage 3
     505             3.37878    stage 2
     513             3.94378    stage 1
     296              6.6155    stage 3
     514             3.14265    stage 1
     506             4.66859    stage 2
     515             4.32362    stage 1
     507             4.30943    stage 2
     297             6.79926    stage 3
     516             3.22693    stage 1
     508             4.31577    stage 2
     517             3.41253    stage 1
     298             5.49511    stage 3
     509             2.48183    stage 2
     518             3.10164    stage 1
     510             3.88012    stage 2
     299             6.09579    stage 3
     519             2.97144    stage 1
     511              3.7406    stage 2
     520              4.9122    stage 1
     512             3.66849    stage 2
     300             6.65507    stage 3
     521              3.7096    stage 1
     513             3.27868    stage 2
     522             3.63464    stage 1
     301              6.7895    stage 3
     514             3.59165    stage 2
     523             3.70467    stage 1
     515              3.8432    stage 2
     302             6.10424    stage 3
     524             2.96401    stage 1
     516             3.86995    stage 2
     525             1.97138    stage 1
     526             2.51823    stage 1
     517             3.87145    stage 2
     303             21.2015    stage 3
     527             3.65756    stage 1
     518             3.22147    stage 2
     304             6.67491    stage 3
     528             3.79466    stage 1
     519             4.53281    stage 2
     529              4.6913    stage 1
     520             4.56474    stage 2
     305              6.3131    stage 3
     530             2.98835    stage 1
     521             3.47814    stage 2
     531             3.72968    stage 1
     306             6.69282    stage 3
     522             3.52742    stage 2
     532             2.65131    stage 1
     523             3.67356    stage 2
     533             3.15594    stage 1
     307             5.64745    stage 3
     524             2.17939    stage 2
     534             2.68564    stage 1
     525             3.01153    stage 2
     308             5.85827    stage 3
     535              3.1644    stage 1
     526              2.6103    stage 2
     527             2.89529    stage 2
     536             4.00204    stage 1
     309             5.54109    stage 3
     528               3.348    stage 2
     537             3.35698    stage 1
     310             5.70976    stage 3
     538             3.46612    stage 1
     529              3.7268    stage 2
     539             3.32126    stage 1
     530             4.25586    stage 2
     540             2.14329    stage 1
     311             6.40119    stage 3
     531              4.1036    stage 2
     541             3.84282    stage 1
     542             2.56743    stage 1
     532             4.15429    stage 2
     312             6.88393    stage 3
     543             2.92874    stage 1
     533             3.14214    stage 2
     313             5.84411    stage 3
     544             3.56467    stage 1
     534             3.60749    stage 2
     545             3.33673    stage 1
     535              3.6353    stage 2
     314             6.34333    stage 3
     546             4.19845    stage 1
     536              4.1969    stage 2
     315             6.28162    stage 3
     547             3.77632    stage 1
     537             4.01349    stage 2
     538             3.21204    stage 2
     548              4.0659    stage 1
     316             6.25998    stage 3
     549             3.70691    stage 1
     539             4.63705    stage 2
     550             3.01659    stage 1
     540              2.9635    stage 2
     317             6.64226    stage 3
     541             3.19302    stage 2
     551             3.77898    stage 1
     318             6.66077    stage 3
     542             3.80552    stage 2
     552             4.33803    stage 1
     543             4.58732    stage 2
     553             3.98758    stage 1
     319             6.85988    stage 3
     544             3.80095    stage 2
     554             3.82281    stage 1
     320             5.97761    stage 3
     555             3.74183    stage 1
     545             3.70078    stage 2
     556             3.72383    stage 1
     546             5.21457    stage 2
     321             6.76888    stage 3
     557             3.07738    stage 1
     547             2.04375    stage 2
     548             2.38645    stage 2
     558             4.05273    stage 1
     322             5.94496    stage 3
     559               2.286    stage 1
     549             3.28656    stage 2
     560             3.94887    stage 1
     550             3.82164    stage 2
     323             6.60644    stage 3
     561             3.34521    stage 1
     551             3.20674    stage 2
     562             3.37887    stage 1
     324             6.39152    stage 3
     552             3.69969    stage 2
     563             2.99441    stage 1
     553             3.99591    stage 2
     325             6.21139    stage 3
     564             3.34312    stage 1
     554             2.35015    stage 2
     565             4.77905    stage 1
     555             4.49266    stage 2
     326             6.36751    stage 3
     566             3.31899    stage 1
     556             3.32814    stage 2
     567             3.19894    stage 1
     327             6.02143    stage 3
     557             3.00968    stage 2
     568             3.28102    stage 1
     558             4.59281    stage 2
     328             6.39216    stage 3
     569             3.10319    stage 1
     559             2.01738    stage 2
     570              3.6948    stage 1
     560             3.58978    stage 2
     329             6.25209    stage 3
     571             3.51259    stage 1
     561             4.18776    stage 2
     572              3.7957    stage 1
     330             6.01367    stage 3
     562             3.48851    stage 2
     573             3.77735    stage 1
     563             4.02488    stage 2
     574             2.10974    stage 1
     331             6.58453    stage 3
     564             2.50472    stage 2
     575             3.88448    stage 1
     565             3.98601    stage 2
     332             6.41533    stage 3
     576             3.80722    stage 1
     566             3.41953    stage 2
     577             3.81141    stage 1
     567             3.75349    stage 2
     333             6.62824    stage 3
     578             2.68255    stage 1
     568             4.49982    stage 2
     579             3.00177    stage 1
     569             1.93978    stage 2
     334             6.95695    stage 3
     580              2.4238    stage 1
     570             3.48761    stage 2
     581             4.59289    stage 1
     335             5.89168    stage 3
     571             3.33456    stage 2
     582             3.84412    stage 1
     572             4.08234    stage 2
     336             6.72715    stage 3
     583             3.63413    stage 1
     573             3.96558    stage 2
     584             3.60024    stage 1
     574             2.09706    stage 2
     337             5.93825    stage 3
     585             2.80313    stage 1
     575             3.84756    stage 2
     586             4.03484    stage 1
     338             6.75912    stage 3
     576             3.40248    stage 2
     587             2.48867    stage 1
     577             3.05924    stage 2
     588             2.99622    stage 1
     339             5.45574    stage 3
     578             1.72108    stage 2
     589             2.00619    stage 1
     579             2.03065    stage 2
     590             1.90369    stage 1
     580             2.07682    stage 2
     340             6.82159    stage 3
     591             3.06594    stage 1
     581             5.88936    stage 2
     592             3.91071    stage 1
     582             4.33649    stage 2
     341             9.10247    stage 3
     593             3.90214    stage 1
     583             3.27121    stage 2
     594             4.82031    stage 1
     342             6.36752    stage 3
     584             3.61121    stage 2
     595             3.03839    stage 1
     585             3.31704    stage 2
     596             2.66657    stage 1
     343             6.94447    stage 3
     586             3.56063    stage 2
     597              3.6966    stage 1
     587             4.22274    stage 2
     598             3.83734    stage 1
     344             6.23758    stage 3
     588             3.34605    stage 2
     599             3.75937    stage 1
     589             2.95153    stage 2
     600             1.92069    stage 1
     345             6.72144    stage 3
     590             2.80143    stage 2
     601             3.89862    stage 1
     591             3.14787    stage 2
     346             6.03579    stage 3
     602             3.14273    stage 1
     592             2.45655    stage 2
     603             4.39299    stage 1
     593             4.37752    stage 2
     347             6.67516    stage 3
     604             3.75089    stage 1
     594             3.44683    stage 2
     595             2.52177    stage 2
     605             3.37925    stage 1
     348             6.16178    stage 3
     606             2.25478    stage 1
     596             3.26478    stage 2
     607              3.4784    stage 1
     349             6.41635    stage 3
     597             3.73305    stage 2
     608             3.76734    stage 1
     598              4.4579    stage 2
     350             5.74326    stage 3
     609             3.82008    stage 1
     599             3.47907    stage 2
     610             3.00172    stage 1
     600             3.20312    stage 2
     351             6.51156    stage 3
     611             2.37758    stage 1
     601             4.20681    stage 2
     612             4.04468    stage 1
     602             2.33988    stage 2
     352             6.99958    stage 3
     613             2.12303    stage 1
     603             2.75813    stage 2
     614             4.13786    stage 1
     604              2.9301    stage 2
     353             6.70451    stage 3
     605             2.05208    stage 2
     615              3.6247    stage 1
     616             2.69991    stage 1
     606              4.1673    stage 2
     354             6.44695    stage 3
     617             4.08038    stage 1
     607             3.69257    stage 2
     355             6.36153    stage 3
     608             2.76285    stage 2
     618             3.65883    stage 1
     609             3.86467    stage 2
     619             4.28957    stage 1
     356                5.95    stage 3
     610             3.66651    stage 2
     620             3.60307    stage 1
     621             2.63521    stage 1
     357             6.24788    stage 3
     611             3.55232    stage 2
     622             3.19151    stage 1
     612             4.39022    stage 2
     358             5.99554    stage 3
     623              3.9652    stage 1
     613             3.94317    stage 2
     624             3.53171    stage 1
     359             6.31121    stage 3
     614             3.76072    stage 2
     625             2.96912    stage 1
     615             2.56474    stage 2
     626             3.14211    stage 1
     616             2.26221    stage 2
     360             6.25574    stage 3
     627             2.76398    stage 1
     617             3.00798    stage 2
     628             2.74128    stage 1
     618             3.86598    stage 2
     361             6.87458    stage 3
     629             4.62249    stage 1
     619             4.43111    stage 2
     630             3.61645    stage 1
     620             2.37224    stage 2
     362             6.70082    stage 3
     631             2.63199    stage 1
     621             3.59508    stage 2
     632             4.39296    stage 1
     363             6.87013    stage 3
     622             3.62336    stage 2
     633             3.00856    stage 1
     623             2.74447    stage 2
     634             3.02967    stage 1
     364             5.91808    stage 3
     624             2.52677    stage 2
     635             4.16159    stage 1
     625             3.74346    stage 2
     636             2.77702    stage 1
     365             6.86947    stage 3
     626             3.43809    stage 2
     637             2.40415    stage 1
     627             3.01323    stage 2
     638             3.76768    stage 1
     366             6.35715    stage 3
     628              4.6698    stage 2
     639             3.40192    stage 1
     629             3.70715    stage 2
     367             8.36636    stage 3
     640             4.97396    stage 1
     630             3.90912    stage 2
     641             2.90344    stage 1
     631             5.13057    stage 2
     368             8.87539    stage 3
     642              4.9946    stage 1
     632             4.64132    stage 2
     643             4.73446    stage 1
     369             7.16846    stage 3
     633             4.75221    stage 2
     644             3.93025    stage 1
     645             2.27478    stage 1
     634             3.62811    stage 2
     370             6.37237    stage 3
     635             3.06918    stage 2
     646             4.52894    stage 1
     636             3.36593    stage 2
     371             6.52437    stage 3
     647             3.24957    stage 1
     637             4.91715    stage 2
     648             4.48259    stage 1
     372             6.08582    stage 3
     638             3.76988    stage 2
     649             3.58826    stage 1
     373             6.90041    stage 3
     639              4.0798    stage 2
     650             3.88949    stage 1
     640             3.11398    stage 2
     651             3.21905    stage 1
     374             6.13286    stage 3
     641              3.9622    stage 2
     652             3.57977    stage 1
     653             2.16911    stage 1
     642             3.11737    stage 2
     375             5.82346    stage 3
     654             3.42802    stage 1
     643             3.44918    stage 2
     655             3.18708    stage 1
     376             6.25302    stage 3
     644             3.13349    stage 2
     656             3.66123    stage 1
     645             4.62208    stage 2
     377             7.20707    stage 3
     657             4.28065    stage 1
     646             3.73866    stage 2
     658             3.18464    stage 1
     647             3.93087    stage 2
     378             6.74354    stage 3
     659             4.13604    stage 1
     648             2.83972    stage 2
     660             2.80166    stage 1
     649             3.63367    stage 2
     379             7.30206    stage 3
     661             3.54242    stage 1
     650             3.16714    stage 2
     662             3.47703    stage 1
     651              3.7308    stage 2
     380             7.03252    stage 3
     663             3.76824    stage 1
     652             3.38663    stage 2
     381             7.24673    stage 3
     653             4.16625    stage 2
     664             4.98325    stage 1
     665             3.55798    stage 1
     654              4.1575    stage 2
     382             6.01918    stage 3
     666              3.4394    stage 1
     655              3.8192    stage 2
     383              6.7408    stage 3
     667             3.80698    stage 1
     656             3.56441    stage 2
     668             4.00649    stage 1
     657             3.57201    stage 2
     384             6.23013    stage 3
     669              3.4953    stage 1
     658             3.55623    stage 2
     670             3.41345    stage 1
     385             6.61251    stage 3
     659             4.28171    stage 2
     671             3.76549    stage 1
     660               3.749    stage 2
     386             7.86454    stage 3
     672             4.72055    stage 1
     661             3.96165    stage 2
     673             3.55339    stage 1
     662             3.59677    stage 2
     387             5.19458    stage 3
     674             3.40575    stage 1
     663             4.08387    stage 2
     675             3.94459    stage 1
     388             6.93901    stage 3
     664             3.62447    stage 2
     676              3.6241    stage 1
     665             4.39825    stage 2
     389             6.68989    stage 3
     677               4.086    stage 1
     666             3.39746    stage 2
     678             4.26717    stage 1
     667             3.65708    stage 2
     390             6.79782    stage 3
     668             3.40521    stage 2
     679             4.14957    stage 1
     391              6.7001    stage 3
     680             3.71784    stage 1
     669             4.28064    stage 2
     681             3.60058    stage 1
     670             4.88259    stage 2
     682             2.00067    stage 1
     392             7.75187    stage 3
     671             2.70731    stage 2
     683             4.54212    stage 1
     672             4.64505    stage 2
     393             7.31748    stage 3
     684             3.71422    stage 1
     673              3.0218    stage 2
     685             3.89113    stage 1
     674             3.46077    stage 2
     394             7.49131    stage 3
     686             3.65093    stage 1
     675             3.25531    stage 2
     687               4.916    stage 1
     676             4.36172    stage 2
     395             7.26235    stage 3
     688             4.47229    stage 1
     677             4.27539    stage 2
     396             7.69686    stage 3
     689             4.23114    stage 1
     678             4.57103    stage 2
     690             3.37592    stage 1
     679             4.04376    stage 2
     397             6.81942    stage 3
     691             4.53214    stage 1
     680             4.66959    stage 2
     692             4.03643    stage 1
     398             6.63959    stage 3
     681             4.00967    stage 2
     693             2.95831    stage 1
     682             2.77718    stage 2
     399             7.01047    stage 3
     694             3.93813    stage 1
     683             4.35859    stage 2
     695             3.65607    stage 1
     684             3.26046    stage 2
     400             6.42655    stage 3
     685             3.05522    stage 2
     696             3.86873    stage 1
     686             3.05936    stage 2
     697             3.01366    stage 1
     401             6.61758    stage 3
     687             3.99627    stage 2
     698              3.9479    stage 1
     402             6.28772    stage 3
     688             3.76713    stage 2
     699             3.70893    stage 1
     689             3.61884    stage 2
     700             3.53255    stage 1
     403             6.30918    stage 3
     690             4.02051    stage 2
     701             3.73801    stage 1
     691             3.74342    stage 2
     702             3.66205    stage 1
     404              6.4726    stage 3
     692             3.55941    stage 2
     703             3.63623    stage 1
     405             6.58455    stage 3
     693             3.45304    stage 2
     704             3.70188    stage 1
     694             3.90188    stage 2
     705              3.9595    stage 1
     406             5.92747    stage 3
     695             3.88942    stage 2
     706             3.66554    stage 1
     407             6.23363    stage 3
     696             3.67257    stage 2
     707             3.65023    stage 1
     697             4.25487    stage 2
     708             4.17127    stage 1
     408             7.29386    stage 3
     709             4.24654    stage 1
     698              4.9173    stage 2
     409             6.04595    stage 3
     710             4.01214    stage 1
     699             3.83036    stage 2
     711             4.66225    stage 1
     700             4.28072    stage 2
     410             6.35368    stage 3
     712             4.53137    stage 1
     701              4.0359    stage 2
     411             6.54654    stage 3
     713             3.59505    stage 1
     702             3.96358    stage 2
     714             3.78397    stage 1
     703             3.60477    stage 2
     412             5.90476    stage 3
     715             4.07972    stage 1
     704              3.9289    stage 2
     413             7.33163    stage 3
     716             4.29687    stage 1
     705             4.28235    stage 2
     706             4.10764    stage 2
     717             4.55338    stage 1
     414             6.30207    stage 3
     707              3.3252    stage 2
     718             3.80485    stage 1
     415              6.4038    stage 3
     708             3.92776    stage 2
     719             3.49133    stage 1
     709             4.46576    stage 2
     720             4.40058    stage 1
     416             6.77347    stage 3
     710             3.82874    stage 2
     721             3.68653    stage 1
     417             6.40944    stage 3
     722             3.95351    stage 1
     711             4.12911    stage 2
     723             3.71757    stage 1
     712             5.20747    stage 2
     418             7.92165    stage 3
     724             4.21526    stage 1
     713              4.6409    stage 2
     725              4.2764    stage 1
     714             2.97526    stage 2
     419             6.17044    stage 3
     726             3.96565    stage 1
     715             4.03137    stage 2
     716             2.22159    stage 2
     420              6.3107    stage 3
     727             3.41857    stage 1
     717             2.87694    stage 2
     728             2.69003    stage 1
     421             6.24747    stage 3
     718             3.84976    stage 2
     729              3.1061    stage 1
     719             3.25551    stage 2
     730             4.87858    stage 1
     720             2.60944    stage 2
     422             7.90207    stage 3
     731             2.40942    stage 1
     721             2.85104    stage 2
     732             4.46159    stage 1
     722             3.80592    stage 2
     423             6.37755    stage 3
     723             2.77111    stage 2
     733              4.2648    stage 1
     424             5.89727    stage 3
     734             3.10289    stage 1
     724              3.5311    stage 2
     735             3.57371    stage 1
     725             4.39951    stage 2
     425             6.17203    stage 3
     736             3.28828    stage 1
     726             2.49513    stage 2
     737             4.46302    stage 1
     727             3.94019    stage 2
     426             6.55848    stage 3
     738             3.35155    stage 1
     728             3.97546    stage 2
     739             3.05114    stage 1
     729             2.53549    stage 2
     427             6.75969    stage 3
     740             3.70515    stage 1
     730             3.78538    stage 2
     741             3.38989    stage 1
     428             7.06339    stage 3
     731             3.30518    stage 2
     742             3.43653    stage 1
     732              4.7506    stage 2
     743             3.49996    stage 1
     429             7.15796    stage 3
     733             3.87594    stage 2
     744             3.25563    stage 1
     745             2.72608    stage 1
     734             4.28436    stage 2
     430             7.15444    stage 3
     746             3.27531    stage 1
     735             3.22426    stage 2
     747             4.14133    stage 1
     736             3.67885    stage 2
     431              7.9287    stage 3
     748             3.97334    stage 1
     737             4.01485    stage 2
     432              6.4864    stage 3
     738             2.86465    stage 2
     749             3.77307    stage 1
     750             3.62781    stage 1
     739              4.1573    stage 2
     433             6.25616    stage 3
     751             3.92895    stage 1
     740             3.97176    stage 2
     434             6.97895    stage 3
     752             4.26311    stage 1
     741             4.89809    stage 2
     742             3.14993    stage 2
     753             4.67773    stage 1
     435             7.27789    stage 3
     743             3.80781    stage 2
     754             3.36282    stage 1
     744             2.85427    stage 2
     755             2.85691    stage 1
     436              6.6503    stage 3
     756             3.24836    stage 1
     745             4.95844    stage 2
     437             7.27426    stage 3
     757             4.50117    stage 1
     746             4.49454    stage 2
     758             4.37711    stage 1
     747             4.51451    stage 2
     438             6.98353    stage 3
     759             4.13504    stage 1
     748             4.33283    stage 2
     749              2.9715    stage 2
     439             6.48201    stage 3
     760             4.16513    stage 1
     750             3.60211    stage 2
     761             4.34478    stage 1
     440             6.80893    stage 3
     751             3.61759    stage 2
     762             2.59959    stage 1
     752             3.64464    stage 2
     763             3.70167    stage 1
     441             6.60013    stage 3
     764             2.88366    stage 1
     753              4.1162    stage 2
     754             3.59151    stage 2
     765             4.74545    stage 1
     442             7.66199    stage 3
     755               3.829    stage 2
     766             4.01571    stage 1
     756              3.6468    stage 2
     443               6.805    stage 3
     767             3.67909    stage 1
     757             3.27281    stage 2
     768             4.20693    stage 1
     758             3.72394    stage 2
     444             6.84238    stage 3
     769             3.34384    stage 1
     770             2.92782    stage 1
     759             4.65477    stage 2
     445             6.49477    stage 3
     771             4.67477    stage 1
     760             4.34588    stage 2
     446             7.98846    stage 3
     761              4.5681    stage 2
     772             5.19856    stage 1
     773             2.83879    stage 1
     762             3.92148    stage 2
     447              6.3831    stage 3
     774             3.93413    stage 1
     763             4.42751    stage 2
     775             4.76586    stage 1
     448             7.67015    stage 3
     764             4.67682    stage 2
     776             6.48303    stage 1
     765             5.69717    stage 2
     449             10.1412    stage 3
     777             4.38709    stage 1
     766             4.64351    stage 2
     778             4.86185    stage 1
     767             4.50115    stage 2
     450             6.95274    stage 3
     779             4.35579    stage 1
     768             4.90175    stage 2
     769             2.49331    stage 2
     451             7.34745    stage 3
     780             4.46393    stage 1
     770             5.97827    stage 2
     781             6.07018    stage 1
     452              9.6567    stage 3
     771             4.40325    stage 2
     782             3.38082    stage 1
     772             2.44518    stage 2
     783             2.43627    stage 1
     453             5.77764    stage 3
     773              3.4813    stage 2
     784             3.92198    stage 1
     774             3.44514    stage 2
     785             3.85971    stage 1
     454             6.65691    stage 3
     775             2.91079    stage 2
     786             4.03817    stage 1
     776             4.22058    stage 2
     787             2.39085    stage 1
     455             7.38537    stage 3
     777               3.164    stage 2
     788             3.93927    stage 1
     778             4.80434    stage 2
     456             6.87592    stage 3
     789             3.89434    stage 1
     779             3.20623    stage 2
     790             2.79631    stage 1
     780             2.98408    stage 2
     791             2.73309    stage 1
     457             6.50645    stage 3
     792             3.20678    stage 1
     781             3.41146    stage 2
     458             6.25815    stage 3
     793             3.67584    stage 1
     782             3.60877    stage 2
     783             3.33781    stage 2
     794             3.80079    stage 1
     459             5.28906    stage 3
     784             2.80457    stage 2
     795             2.86353    stage 1
     785             3.42638    stage 2
     460             5.81016    stage 3
     796             3.08705    stage 1
     797             2.90303    stage 1
     786             3.40665    stage 2
     461             6.27759    stage 3
     798             3.51453    stage 1
     787             3.80229    stage 2
     799             3.37272    stage 1
     462             5.28633    stage 3
     788             3.27225    stage 2
     789             1.84446    stage 2
     800             3.30623    stage 1
     801             2.64452    stage 1
     463              6.1474    stage 3
     790             3.64434    stage 2
     802             3.13483    stage 1
     791             3.67337    stage 2
     803             1.72839    stage 1
     464             5.83788    stage 3
     792             2.47474    stage 2
     804             3.35732    stage 1
     793              3.3736    stage 2
     805              2.6672    stage 1
     465             5.94634    stage 3
     794              3.3964    stage 2
     806             2.98549    stage 1
     795             2.49077    stage 2
     466             6.46272    stage 3
     807             4.22381    stage 1
     796             3.20345    stage 2
     808              1.9074    stage 1
     797             2.42626    stage 2
     467             6.06872    stage 3
     809             3.88854    stage 1
     798             2.89866    stage 2
     810             1.78096    stage 1
     799             2.38102    stage 2
     468             6.76954    stage 3
     811             4.41639    stage 1
     800              3.5333    stage 2
     812              3.7486    stage 1
     801             3.52291    stage 2
     469             5.40872    stage 3
     813             3.29672    stage 1
     802             3.62629    stage 2
     814              3.6008    stage 1
     470             6.17738    stage 3
     803             3.88898    stage 2
     815             3.14706    stage 1
     804             2.60339    stage 2
     471              6.0129    stage 3
     816             3.34885    stage 1
     805             3.60713    stage 2
     806             3.25007    stage 2
     817             4.29211    stage 1
     472             6.30429    stage 3
     807             3.99639    stage 2
     818              3.8171    stage 1
     473              6.1286    stage 3
     808               3.029    stage 2
     819             3.77062    stage 1
     809             4.01209    stage 2
     820             3.65159    stage 1
     474             6.66515    stage 3
     810              3.4977    stage 2
     821             3.46104    stage 1
     811             3.52848    stage 2
     475             6.00485    stage 3
     822             3.43776    stage 1
     812             4.17503    stage 2
     823             4.16518    stage 1
     476             6.48318    stage 3
     813             2.87904    stage 2
     824             2.82308    stage 1
     814             3.38944    stage 2
     825             3.48327    stage 1
     477             6.08316    stage 3
     815             3.44752    stage 2
     826             3.73107    stage 1
     478             6.39012    stage 3
     816             3.79194    stage 2
     827              3.5435    stage 1
     817             3.64732    stage 2
     828             3.76222    stage 1
     479             5.84709    stage 3
     829             2.39208    stage 1
     818             3.90824    stage 2
     830             3.54979    stage 1
     480             5.88037    stage 3
     819             3.56534    stage 2
     820              2.4046    stage 2
     831             3.94786    stage 1
     481             5.92322    stage 3
     821             3.04779    stage 2
     832             3.09703    stage 1
     822             4.15132    stage 2
     833             3.95704    stage 1
     482             6.14157    stage 3
     823             3.41412    stage 2
     834             3.38976    stage 1
     483             5.71988    stage 3
     824             3.95014    stage 2
     835             3.98572    stage 1
     836             3.62862    stage 1
     825             4.42857    stage 2
     484             6.75606    stage 3
     837             3.34236    stage 1
     826             4.09917    stage 2
     838             3.46618    stage 1
     485             5.72028    stage 3
     827             3.31797    stage 2
     839             3.79745    stage 1
