  id req                time  stage num
     828             3.64718    stage 2
     486             22.1162    stage 3
     829              2.7141    stage 2
     840              4.0722    stage 1
     830             3.90135    stage 2
     841             3.71681    stage 1
     487             5.89146    stage 3
     831             4.00088    stage 2
     842             3.36786    stage 1
     488             6.40479    stage 3
     832             3.56433    stage 2
     843             3.54429    stage 1
     844              3.6293    stage 1
     833             4.20626    stage 2
     489              6.0082    stage 3
     845             4.10819    stage 1
     834             3.63596    stage 2
     490             5.96317    stage 3
     846             4.14764    stage 1
     835             3.64145    stage 2
     847             3.50632    stage 1
     836             3.57213    stage 2
     491             6.84021    stage 3
     848             4.06814    stage 1
     837             3.33004    stage 2
     849             2.96195    stage 1
     492             6.12721    stage 3
     838              2.7339    stage 2
     850             3.83501    stage 1
     839             6.83042    stage 2
     493             8.53348    stage 3
     851             4.94055    stage 1
     840               3.263    stage 2
     852              4.4931    stage 1
     841             3.98598    stage 2
     494             6.83963    stage 3
     853             4.33111    stage 1
     842             4.11189    stage 2
     843             2.90753    stage 2
     495             7.39396    stage 3
     854             4.89501    stage 1
     844             2.96435    stage 2
     855             2.20845    stage 1
     496             7.24103    stage 3
     845             4.35137    stage 2
     856             3.88223    stage 1
     846             4.65592    stage 2
     857             4.50973    stage 1
     497              6.4485    stage 3
     847             3.88615    stage 2
     858             3.93139    stage 1
     498             6.64108    stage 3
     859             3.83157    stage 1
     848             4.20548    stage 2
     860              3.6747    stage 1
     849             3.82633    stage 2
     499             6.08278    stage 3
     861             3.40424    stage 1
     850             3.80228    stage 2
     500              6.5128    stage 3
     862             4.27783    stage 1
     851             3.87133    stage 2
     852             3.42651    stage 2
     863             4.55849    stage 1
     501             6.24078    stage 3
     853             3.57094    stage 2
     864             3.53337    stage 1
     502             6.99323    stage 3
     854             4.39869    stage 2
     865             4.32555    stage 1
     855             3.82074    stage 2
     866             5.10871    stage 1
     503             7.12129    stage 3
     856             4.66887    stage 2
     867              4.1714    stage 1
     504             6.31564    stage 3
     857             3.96215    stage 2
     868             3.62287    stage 1
     869              3.4795    stage 1
     858              4.0939    stage 2
     505             6.12015    stage 3
     870             3.26194    stage 1
     859             3.27998    stage 2
     860             2.66393    stage 2
     506             6.02237    stage 3
     871             3.55799    stage 1
     861             3.42997    stage 2
     872             5.12613    stage 1
     862             3.28189    stage 2
     507             7.59033    stage 3
     873             2.53207    stage 1
     863             3.00851    stage 2
     874             3.72072    stage 1
     508             6.39629    stage 3
     864             3.73914    stage 2
     875             3.67951    stage 1
     876             1.62033    stage 1
     865             3.84296    stage 2
     509              5.6607    stage 3
     877             3.96662    stage 1
     866             3.80804    stage 2
     510             5.52588    stage 3
     878             3.70777    stage 1
     867              3.5191    stage 2
     868             3.32804    stage 2
     879             3.96881    stage 1
     511             5.91008    stage 3
     869             3.24718    stage 2
     880             3.59772    stage 1
     881             1.99048    stage 1
     870              3.6374    stage 2
     512             6.40177    stage 3
     882              3.4616    stage 1
     871             3.55326    stage 2
     883             3.51714    stage 1
     513             6.67979    stage 3
     872             3.88032    stage 2
     884             3.00118    stage 1
     873             3.89898    stage 2
     885             3.27873    stage 1
     514               6.662    stage 3
     874             3.77361    stage 2
     886             3.72837    stage 1
     875             3.60708    stage 2
     887             2.75703    stage 1
     515             6.48365    stage 3
     876             3.58558    stage 2
     888             3.70549    stage 1
     877             4.64818    stage 2
     516             7.47276    stage 3
     889             4.49926    stage 1
     878             2.92838    stage 2
     890             4.09146    stage 1
     517             6.06356    stage 3
     879             4.11254    stage 2
     891             4.07182    stage 1
     880             4.40156    stage 2
     892             3.94975    stage 1
     518             7.36102    stage 3
     881             2.85691    stage 2
     893              3.9985    stage 1
     882             4.05592    stage 2
     519             7.42338    stage 3
     894              3.4925    stage 1
     883             3.09866    stage 2
     895             2.68996    stage 1
     884             4.15862    stage 2
     520             7.40312    stage 3
     896             3.78133    stage 1
     885             4.09466    stage 2
     897             3.14743    stage 1
     886             3.91396    stage 2
     521             7.02118    stage 3
     898             2.88433    stage 1
     887             3.74589    stage 2
     899             4.79438    stage 1
     522             6.50897    stage 3
     888             3.19693    stage 2
     900             3.47809    stage 1
     889             4.09509    stage 2
     901              3.2896    stage 1
     523             6.80335    stage 3
     890             3.72026    stage 2
     902             3.71648    stage 1
     903              2.0768    stage 1
     891             3.89729    stage 2
     524             6.08455    stage 3
     904             4.00248    stage 1
     892             3.41904    stage 2
     905             3.05951    stage 1
     525               6.332    stage 3
     893              3.0932    stage 2
     906             3.36522    stage 1
     894             5.32773    stage 2
     526             6.82536    stage 3
     907             3.64097    stage 1
     895             2.69493    stage 2
     908             4.58438    stage 1
     896             3.25395    stage 2
     527             6.80624    stage 3
     897             2.97916    stage 2
     909             5.10053    stage 1
     898              2.7631    stage 2
     528             6.33864    stage 3
     910             3.52077    stage 1
     899             3.81878    stage 2
     911             3.05505    stage 1
     900             2.03739    stage 2
     529             6.36837    stage 3
     912             3.57515    stage 1
     901             3.54461    stage 2
     913             2.58429    stage 1
     530             6.48944    stage 3
     902              3.3331    stage 2
     914             3.72675    stage 1
     903             2.88994    stage 2
     915             4.09921    stage 1
     531             6.82146    stage 3
     904             3.55562    stage 2
     905             2.21486    stage 2
     916             4.02783    stage 1
     532             6.91534    stage 3
     917             3.57393    stage 1
     906              4.1906    stage 2
     918             2.67463    stage 1
     907             3.78617    stage 2
     533             7.31022    stage 3
     919             4.24824    stage 1
     908             3.40678    stage 2
     909             3.36152    stage 2
     920             4.20009    stage 1
     534             6.93686    stage 3
     910             4.03333    stage 2
     921             3.85011    stage 1
     911             4.06956    stage 2
     535             6.55326    stage 3
     922             4.07838    stage 1
     912              3.3741    stage 2
     923             2.99706    stage 1
     913             4.00127    stage 2
     924             3.63274    stage 1
     536             7.97372    stage 3
     914             3.23437    stage 2
     925              3.4523    stage 1
     537             6.97508    stage 3
     926             3.68963    stage 1
     915             4.42109    stage 2
     927             4.66163    stage 1
     916             4.11898    stage 2
     538             6.33262    stage 3
     917             2.24002    stage 2
     928             3.44703    stage 1
     918             3.77441    stage 2
     539             6.43321    stage 3
     929             3.62947    stage 1
     919             4.11869    stage 2
     930             4.95516    stage 1
     540             6.90071    stage 3
     920             3.99805    stage 2
     931             4.18092    stage 1
     921             4.30767    stage 2
     932             4.02514    stage 1
     541             7.22225    stage 3
     922             3.92412    stage 2
     933              4.5115    stage 1
     923             4.29908    stage 2
     542             7.46245    stage 3
     934             3.80172    stage 1
     924             4.55067    stage 2
     935             4.27229    stage 1
     543             6.62736    stage 3
     925              2.9966    stage 2
     936             3.81706    stage 1
     926             3.42378    stage 2
     937             2.62827    stage 1
     544             6.56374    stage 3
     927             2.63696    stage 2
     938             3.71597    stage 1
     928             3.85128    stage 2
     545              6.3125    stage 3
     939             4.68558    stage 1
     929             4.39177    stage 2
     940             3.18021    stage 1
     930             2.60869    stage 2
     546             6.93064    stage 3
     941             4.51703    stage 1
     931             5.23229    stage 2
     942             3.82781    stage 1
     547             7.63566    stage 3
     932             2.91131    stage 2
     943             3.18968    stage 1
     933             4.91582    stage 2
     944             3.26683    stage 1
     548             7.08916    stage 3
     934             2.38278    stage 2
     945              3.6144    stage 1
     935             2.71875    stage 2
     549             7.42849    stage 3
     946             3.96263    stage 1
     936             4.63653    stage 2
     947             4.74939    stage 1
     937             4.03545    stage 2
     550             6.91767    stage 3
     948             4.03717    stage 1
     938             3.78308    stage 2
     949             4.14501    stage 1
     551             7.17362    stage 3
     939             4.55906    stage 2
     950             3.67727    stage 1
     940             5.39947    stage 2
     552             7.53348    stage 3
     951             4.07897    stage 1
     941             3.10263    stage 2
     952             3.62636    stage 1
     942             3.60702    stage 2
     553             7.45807    stage 3
     953             2.49964    stage 1
     943             3.06949    stage 2
     954             4.89387    stage 1
     944              3.8751    stage 2
     554             7.04741    stage 3
     955             3.86705    stage 1
     945             3.80359    stage 2
     555             6.96259    stage 3
     956             4.70851    stage 1
     946             4.02064    stage 2
     957             3.69114    stage 1
     947             4.01952    stage 2
     556             6.49309    stage 3
     958             4.74643    stage 1
     948             4.09007    stage 2
     557             7.04491    stage 3
     949              3.9781    stage 2
     959              4.5421    stage 1
     950             3.57052    stage 2
     960              3.4611    stage 1
     558             5.91069    stage 3
     951             4.26574    stage 2
     961             3.95369    stage 1
     559             6.17367    stage 3
     962              2.7987    stage 1
     952             3.82418    stage 2
     953             3.91016    stage 2
     963             4.64678    stage 1
     560             6.57605    stage 3
     954             3.54013    stage 2
     964             3.76709    stage 1
     561             6.07876    stage 3
     955             4.22688    stage 2
     965             3.55421    stage 1
     956             4.45086    stage 2
     966             4.11212    stage 1
     562             6.07944    stage 3
     957             2.94963    stage 2
     967             2.64802    stage 1
     563             6.04495    stage 3
     968             3.40108    stage 1
     958             3.79672    stage 2
     969             4.15128    stage 1
     959             4.12302    stage 2
     564             6.62495    stage 3
     970             3.98116    stage 1
     960             4.90999    stage 2
     565             6.63087    stage 3
     971             4.05194    stage 1
     961              3.6077    stage 2
     962              3.4813    stage 2
     972             4.11775    stage 1
     566             6.15576    stage 3
     963             3.98544    stage 2
     973             3.79093    stage 1
     567             6.47374    stage 3
     974             3.82079    stage 1
     964             3.96868    stage 2
     975             2.54711    stage 1
     965             3.34409    stage 2
     568             6.99547    stage 3
     976             4.06128    stage 1
     966             3.56238    stage 2
     967             3.32143    stage 2
     977             4.64915    stage 1
     569             6.33502    stage 3
     968             3.95642    stage 2
     978             4.03254    stage 1
     969             3.49585    stage 2
     570             6.51164    stage 3
     979              3.9974    stage 1
     970              3.3695    stage 2
     980             4.80117    stage 1
     571             6.26138    stage 3
     971             3.12753    stage 2
     981             2.21929    stage 1
     972             4.14825    stage 2
     982                3.45    stage 1
     572             6.11752    stage 3
     973             3.31223    stage 2
     983             3.31435    stage 1
     974               3.296    stage 2
     573             6.11947    stage 3
     984             3.93822    stage 1
     975             2.99831    stage 2
     985             4.56994    stage 1
     976             2.77716    stage 2
     574             6.34525    stage 3
     977             2.61022    stage 2
     986             3.47217    stage 1
     575             6.18006    stage 3
     978             4.07142    stage 2
     987             3.79066    stage 1
     979             3.56838    stage 2
     988              3.4735    stage 1
     576             5.76091    stage 3
     980             3.27623    stage 2
     989             3.82385    stage 1
     990             2.97981    stage 1
     577             6.74914    stage 3
     981             4.15691    stage 2
     991             3.18215    stage 1
     982             3.13022    stage 2
     983             2.27593    stage 2
     578             6.87703    stage 3
     992             3.80986    stage 1
     984             3.61168    stage 2
     993             3.80457    stage 1
     579             6.14338    stage 3
     985             3.86451    stage 2
     994             3.33722    stage 1
     986             3.87438    stage 2
     995             4.41349    stage 1
     580             6.17295    stage 3
     987              3.7983    stage 2
     996             3.64431    stage 1
     581              6.4512    stage 3
     988             3.56103    stage 2
     997             3.52839    stage 1
     998             3.52042    stage 1
     989               4.424    stage 2
     582             6.36556    stage 3
     999             3.85508    stage 1
     990             4.16805    stage 2
     583             5.66448    stage 3
    1000             3.78912    stage 1
     991             3.97497    stage 2
     992              2.8313    stage 2
     584             5.16983    stage 3
     993             2.96597    stage 2
     585             5.08554    stage 3
     994             2.90755    stage 2
     995             3.51703    stage 2
     586             5.02675    stage 3
     996             3.64914    stage 2
     587             5.41946    stage 3
     997             2.96235    stage 2
     998             3.07457    stage 2
     588             5.18476    stage 3
     999             3.40664    stage 2
     589                 5.2    stage 3
    1000             3.12076    stage 2
     590             5.12919    stage 3
     591             4.99131    stage 3
     592             4.95634    stage 3
     593             5.41913    stage 3
     594             4.70351    stage 3
     595             4.54307    stage 3
     596             5.12958    stage 3
     597             5.10666    stage 3
     598             4.66631    stage 3
     599             5.29816    stage 3
     600             5.06239    stage 3
     601             4.96031    stage 3
     602             5.08895    stage 3
     603             4.35591    stage 3
     604             4.50343    stage 3
     605             5.25949    stage 3
     606               4.271    stage 3
     607             4.11699    stage 3
     608             4.83089    stage 3
     609             4.38681    stage 3
     610             4.33452    stage 3
     611             4.53492    stage 3
     612             4.28135    stage 3
     613             4.45264    stage 3
     614              4.2658    stage 3
     615              4.5179    stage 3
     616             4.11058    stage 3
     617             4.37429    stage 3
     618             5.06963    stage 3
     619             4.31054    stage 3
     620              4.3661    stage 3
     621             4.02525    stage 3
     622             4.25109    stage 3
     623             4.20746    stage 3
     624             4.67785    stage 3
     625             4.25652    stage 3
     626             4.76075    stage 3
     627              4.0611    stage 3
     628             4.78564    stage 3
     629             4.35903    stage 3
     630             4.23531    stage 3
     631             4.91783    stage 3
     632              4.4932    stage 3
     633             4.39064    stage 3
     634             4.44231    stage 3
     635             4.30842    stage 3
     636             4.71835    stage 3
     637              4.4389    stage 3
     638             4.49306    stage 3
     639             4.54668    stage 3
     640             4.36946    stage 3
     641             4.53754    stage 3
     642             5.10539    stage 3
     643             5.28702    stage 3
     644             4.81115    stage 3
     645             3.80924    stage 3
     646             4.61157    stage 3
     647             4.33859    stage 3
     648             4.61082    stage 3
     649             4.52349    stage 3
     650             4.77414    stage 3
     651              4.4475    stage 3
     652              4.4736    stage 3
     653             4.58971    stage 3
     654             4.77142    stage 3
     655             4.27875    stage 3
     656             4.46286    stage 3
     657             3.92454    stage 3
     658             4.60997    stage 3
     659             5.21921    stage 3
     660             4.49861    stage 3
     661             5.04586    stage 3
     662             4.33053    stage 3
     663             4.76979    stage 3
     664             4.48324    stage 3
     665              4.4843    stage 3
     666             4.71555    stage 3
     667             3.77518    stage 3
     668             4.44994    stage 3
     669             4.19864    stage 3
     670             4.09222    stage 3
     671              4.3042    stage 3
     672             4.37001    stage 3
     673             4.33881    stage 3
     674             4.40291    stage 3
     675             4.58279    stage 3
     676             4.34665    stage 3
     677             4.51809    stage 3
     678             4.73027    stage 3
     679             4.77317    stage 3
     680             4.34173    stage 3
     681             4.17014    stage 3
     682             4.60367    stage 3
     683             4.46626    stage 3
     684             4.43861    stage 3
     685             4.23468    stage 3
     686             4.39337    stage 3
     687             4.16218    stage 3
     688             3.97155    stage 3
     689              4.8012    stage 3
     690             4.38408    stage 3
     691             4.28823    stage 3
     692             4.56766    stage 3
     693             4.17981    stage 3
     694             4.29689    stage 3
     695             4.48925    stage 3
     696             4.53234    stage 3
     697             4.65748    stage 3
     698              4.7951    stage 3
     699             3.95599    stage 3
     700             4.04576    stage 3
     701             4.63212    stage 3
     702             4.15073    stage 3
     703             4.14639    stage 3
     704             4.26387    stage 3
     705             4.22981    stage 3
     706             4.25652    stage 3
     707             4.96018    stage 3
     708              4.1912    stage 3
     709             4.22267    stage 3
     710             4.07055    stage 3
     711             3.83373    stage 3
     712             19.5625    stage 3
     713              4.8161    stage 3
     714             4.63316    stage 3
     715             4.30387    stage 3
     716             4.38685    stage 3
     717             4.44709    stage 3
     718             4.37081    stage 3
     719             4.46309    stage 3
     720             4.33255    stage 3
     721             4.09092    stage 3
     722             4.15839    stage 3
     723             3.91721    stage 3
     724              4.2315    stage 3
     725              4.1694    stage 3
     726              3.8824    stage 3
     727             4.06283    stage 3
     728             4.13762    stage 3
     729             3.95975    stage 3
     730             3.91743    stage 3
     731             4.00325    stage 3
     732             3.77103    stage 3
     733             3.95883    stage 3
     734             3.73318    stage 3
     735             3.94708    stage 3
     736             3.81638    stage 3
     737             3.99518    stage 3
     738             3.97752    stage 3
     739             4.04528    stage 3
     740             5.45118    stage 3
     741             3.73626    stage 3
     742             3.84108    stage 3
     743             3.81288    stage 3
     744             3.91545    stage 3
     745             3.86755    stage 3
     746             3.66128    stage 3
     747             4.15209    stage 3
     748             4.13596    stage 3
     749             3.76677    stage 3
     750             3.87037    stage 3
     751             3.96982    stage 3
     752             4.05199    stage 3
     753             3.69831    stage 3
     754             3.70262    stage 3
     755             3.81428    stage 3
     756               4.005    stage 3
     757              3.8715    stage 3
     758             4.15773    stage 3
     759              3.9283    stage 3
     760             4.16818    stage 3
     761              4.2323    stage 3
     762             3.72306    stage 3
     763             4.00188    stage 3
     764             4.29091    stage 3
     765             4.41133    stage 3
     766             4.21851    stage 3
     767             4.13859    stage 3
     768             4.16578    stage 3
     769             4.27758    stage 3
     770             4.31298    stage 3
     771             3.95919    stage 3
     772             4.12706    stage 3
     773             4.23616    stage 3
     774             3.69307    stage 3
     775             3.95739    stage 3
     776             3.80863    stage 3
     777             3.79119    stage 3
     778              4.0255    stage 3
     779             3.78624    stage 3
     780             3.88863    stage 3
     781             3.96197    stage 3
     782             3.64039    stage 3
     783             4.23473    stage 3
     784             4.16283    stage 3
     785              3.9757    stage 3
     786             3.80642    stage 3
     787             3.66751    stage 3
     788             3.75547    stage 3
     789             3.49331    stage 3
     790             3.51842    stage 3
     791             3.45347    stage 3
     792             4.10075    stage 3
     793             4.11514    stage 3
     794             4.15057    stage 3
     795             4.26822    stage 3
     796             4.27368    stage 3
     797             4.18295    stage 3
     798             4.36897    stage 3
     799             4.05824    stage 3
     800             4.19067    stage 3
     801             4.07658    stage 3
     802             4.33197    stage 3
     803             4.36677    stage 3
     804             4.22296    stage 3
     805             3.69884    stage 3
     806             4.04857    stage 3
     807             4.10862    stage 3
     808             4.26023    stage 3
     809             4.33401    stage 3
     810               3.966    stage 3
     811             4.26874    stage 3
     812             3.77571    stage 3
     813             5.54111    stage 3
     814             4.19798    stage 3
     815             3.99387    stage 3
     816             4.42658    stage 3
     817             4.36289    stage 3
     818             4.21729    stage 3
     819             3.99655    stage 3
     820             3.65815    stage 3
     821             4.25998    stage 3
     822             4.33633    stage 3
     823             4.28856    stage 3
     824             4.40847    stage 3
     825             4.13151    stage 3
     826              4.0046    stage 3
     827              4.3204    stage 3
     828             4.06135    stage 3
     829             3.80416    stage 3
     830             3.71742    stage 3
     831             3.95576    stage 3
     832             3.84614    stage 3
     833             3.69687    stage 3
     834              3.6967    stage 3
     835             4.18302    stage 3
     836             3.98766    stage 3
     837             4.11983    stage 3
     838             3.85174    stage 3
     839             3.86262    stage 3
     840             4.04185    stage 3
     841              4.2501    stage 3
     842             4.05517    stage 3
     843             3.77334    stage 3
     844             3.95984    stage 3
     845             4.00567    stage 3
     846             3.76579    stage 3
     847             3.93582    stage 3
     848             4.06824    stage 3
     849             4.11653    stage 3
     850             3.76523    stage 3
     851             4.26341    stage 3
     852             4.16294    stage 3
     853             4.07174    stage 3
     854             3.95199    stage 3
     855             4.09975    stage 3
     856              4.2103    stage 3
     857             4.00652    stage 3
     858             3.74262    stage 3
     859             3.82384    stage 3
     860             3.79619    stage 3
     861             3.72814    stage 3
     862             3.63811    stage 3
     863             3.89589    stage 3
     864             4.00693    stage 3
     865             3.98128    stage 3
     866             3.58443    stage 3
     867             3.53825    stage 3
     868             4.09655    stage 3
     869             3.92745    stage 3
     870             3.62542    stage 3
     871              3.8749    stage 3
     872             3.72991    stage 3
     873             3.68667    stage 3
     874              4.0016    stage 3
     875             3.92259    stage 3
     876             4.11423    stage 3
     877             3.77468    stage 3
     878             3.59063    stage 3
     879             4.02482    stage 3
     880             4.07083    stage 3
     881             3.72139    stage 3
     882             3.99057    stage 3
     883             3.38489    stage 3
     884             3.54304    stage 3
     885             3.50563    stage 3
     886             3.44072    stage 3
     887             3.56646    stage 3
     888             3.51469    stage 3
     889             3.51426    stage 3
     890             3.46592    stage 3
     891             3.47295    stage 3
     892              3.7583    stage 3
     893             3.57702    stage 3
     894             3.79755    stage 3
     895             4.08366    stage 3
     896             4.11893    stage 3
     897             4.24255    stage 3
     898             3.84193    stage 3
     899             3.87543    stage 3
     900             4.27209    stage 3
     901             3.79596    stage 3
     902             3.77879    stage 3
     903             4.04033    stage 3
     904             3.62914    stage 3
     905             3.98733    stage 3
     906             3.85863    stage 3
     907             4.08626    stage 3
     908             3.62855    stage 3
     909             3.72074    stage 3
     910             3.87427    stage 3
     911             3.79395    stage 3
     912             3.77297    stage 3
     913             4.11883    stage 3
     914             3.93974    stage 3
     915             3.92782    stage 3
     916             3.61705    stage 3
     917             3.80429    stage 3
     918             3.69501    stage 3
     919             3.69286    stage 3
     920             4.08011    stage 3
     921             4.18846    stage 3
     922             3.71184    stage 3
     923             3.65891    stage 3
     924             3.58534    stage 3
     925             3.62761    stage 3
     926             3.34613    stage 3
     927             3.49036    stage 3
     928             3.98093    stage 3
     929             3.78538    stage 3
     930             3.86178    stage 3
     931             3.64258    stage 3
     932             4.05105    stage 3
     933             3.69773    stage 3
     934             3.63933    stage 3
     935             3.86497    stage 3
     936             3.73206    stage 3
     937             3.77442    stage 3
     938             5.36944    stage 3
     939             4.05176    stage 3
     940             3.72628    stage 3
     941             6.93927    stage 3
     942             4.31596    stage 3
     943             4.00383    stage 3
     944             3.66535    stage 3
     945             3.93161    stage 3
     946             3.92723    stage 3
     947             3.61101    stage 3
     948             3.83761    stage 3
     949             3.67211    stage 3
     950             3.86305    stage 3
     951             4.16718    stage 3
     952             3.71962    stage 3
     953             4.13791    stage 3
     954             3.65416    stage 3
     955             3.86703    stage 3
     956             3.69848    stage 3
     957             3.72039    stage 3
     958             4.22373    stage 3
     959             3.71838    stage 3
     960              3.8394    stage 3
     961              4.3871    stage 3
     962             3.89697    stage 3
     963              4.1591    stage 3
     964             3.79859    stage 3
     965             3.93701    stage 3
     966             4.33068    stage 3
     967             4.01167    stage 3
     968             3.92862    stage 3
     969             3.66133    stage 3
     970             3.79713    stage 3
     971             3.96208    stage 3
     972             3.68585    stage 3
     973             3.69615    stage 3
     974              3.5062    stage 3
     975             3.53133    stage 3
     976             3.77882    stage 3
     977             3.74682    stage 3
     978             3.80748    stage 3
     979             3.80494    stage 3
     980             3.62652    stage 3
     981             3.56966    stage 3
     982             3.59472    stage 3
     983             3.73643    stage 3
     984             3.37076    stage 3
     985             3.66977    stage 3
     986             3.71666    stage 3
     987              3.7134    stage 3
     988             3.98121    stage 3
     989             3.97529    stage 3
     990             3.88207    stage 3
     991             3.85362    stage 3
     992             3.83988    stage 3
     993             3.86428    stage 3
     994             3.67252    stage 3
     995             3.76159    stage 3
     996             3.94047    stage 3
     997             3.37502    stage 3
     998             3.48356    stage 3
     999             3.99896    stage 3
    1000             3.62371    stage 3

Время обработки:
          t_min          t_med          t_avg          t_max
              6             11             13             36
